"Priority","Organization","Project","Type","Subsidy","Matching","Total_cost","Year_start","Year_end","Project_postcode","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","Integrated Timber Solutions Limited","RD0313800 - Automated Pallet Manufacturing","ERDF","205992","N/A","514979","2013","2016","BT62 4HL","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 4HL","54.3939242","-6.4878868"
"P1","Rapid International Ltd","Project 10/I","ERDF","15000","N/A","30698","2008","2014","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2LX","54.374071","-6.4417417"
"P1","Rapid International Ltd","LoO 07/1047 MIS","ERDF","26390","N/A","63465","2008","2014","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2LX","54.374071","-6.4417417"
"P1","Rapid International Ltd","RD1209463  High Qutput Concrete Batching Plant","ERDF","224018","N/A","896072","2010","2015","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2LX","54.374071","-6.4417417"
"P1","Integrated Timber Solutions Ltd","RD0611762 - Automated Pallet Manufacturing Machine","ERDF","5178","N/A","10356","2011","2015","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 4HL","54.3939242","-6.4878868"
"P1","McGrane Nurseries Ltd","LoO 1210/101176050 MIS","ERDF","5750","N/A","11500","2012","2016","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2LE","54.3709598","-6.4625885"
"P1","Jordan Plastics Limited","LoO 16/11/2012 MIS","ERDF","15531","N/A","47903","2012","2016","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 1SJ","54.4398294","-6.6058335"
"P1","Whites Speedicook Limited","RD1111863 - Enhancing new products and developing new products through improvements in raw material","ERDF","47844.75","N/A","191379","2012","2016","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2BZ","54.3493544","-6.4081151"
"P1","Bullivant Taranto Limited","LoO 1305/101211014 MIS","ERDF","6675","N/A","20900","2013","2016","N/A","Northern Ireland","N/A","First","Armagh","Craigavon","BT62 2ED","54.3463129","-6.40161"
"P1","Trace First Limited","RD0110486  In-Field Disease Testing for Non-Accessioned Samples","ERDF","7766","N/A","17258","2010","2014","BT60 1HS","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9AA","54.3492729","-6.6521748"
"P1","Cross Refrigeration Ltd","RD0309130 - Development of a Total Energy and Utility Monitoring System","ERDF","24528","N/A","49055.2","2009","2014","BT60 1HW","Northern Ireland","N/A","First","Armagh","Armagh","BT60 1HW","54.3468761","-6.6282823"
"P1","Plant Mec Ireland Ltd","RD0309158 - Mechanical Sweeper Scraper","ERDF","27510","N/A","68774","2009","2015","BT60 2AT","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2AT","54.3055221","-6.6551474"
"P1","Newrock Engineering Ltd","RD1011853  Development of Newrock Rota-Head Machine","ERDF","24525","N/A","32700","2011","2015","BT60 2BH","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2BH","54.3108248","-6.564767"
"P1","M T Waste Management & Manufacturing Ltd","RD1011833  Development of Emergency/Crisis Units","ERDF","49593","N/A","99186","2011","2016","BT60 2HF","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2HF","54.2464906","-6.5576735"
"P1","Eamonn, Paul and John McCann T/a Industrial Safety Services","LoO 09/1477 MIS","ERDF","15600","N/A","31200","2010","2015","BT60 3HY","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2HF","54.2464906","-6.5576735"
"P1","Homecare (NI) Ltd","LoO 08/0005 MIS","ERDF","44660","N/A","126841","2008","2014","BT60 3NZ","Northern Ireland","N/A","First","Armagh","Armagh","BT60 3NZ","54.3321614","-6.6834422"
"P1","Alexander Fleming Johnston & Rosemary Jean Johnston","LoO 09/0070 MIS","ERDF","8489","N/A","21022","2009","2014","BT60 3PR","Northern Ireland","N/A","First","Armagh","Armagh","BT60 3NZ","54.3321614","-6.6834422"
"P1","Darren Morgan T/a Designer Kitchen","LoO 11/0187 MIS","ERDF","6683","N/A","17550","2011","2015","BT60 3QZ","Northern Ireland","N/A","First","Armagh","Armagh","BT60 3NZ","54.3321614","-6.6834422"
"P2","ARMAGH CITY AND DISTRICT COUNCIL","Promoting Sustainability and Growth in Armagh","ERDF","33240.5","N/A","66481","2011","2016","BT60 4EL","Northern Ireland","N/A","First","Armagh","Armagh","BT60 4EL","54.3429401","-6.6533833"
"P2","Armagh City and District Council","Evening Economy Development Programme","ERDF","91850","N/A","183700","2013","2016","BT60 4EL","Northern Ireland","N/A","First","Armagh","Armagh","BT60 4EL","54.3429401","-6.6533833"
"P2","John Woods (Lisglyn) Ltd T/a Linwoods Bakery","LoO 16/02/2010 SFA","ERDF","220000","N/A","875000","2010","2015","BT60 4EZ","Northern Ireland","N/A","First","Armagh","Armagh","BT60 4EL","54.3429401","-6.6533833"
"P1","Matlen Systems Ltd","RD1010675  Development of Mobile Remote Telemetry System","ERDF","54075","N/A","154500","2011","2016","BT61 7NH","Northern Ireland","N/A","First","Armagh","Armagh","BT61 7QQ","54.3458006","-6.6521902"
"P1","Peter McMahon Associates Ltd","LoO 09/1160 MIS","ERDF","9111","N/A","24902","2009","2015","BT61 7QQ","Northern Ireland","N/A","First","Armagh","Armagh","BT61 7QQ","54.3458006","-6.6521902"
"P1","J F McKenna Ltd","RD0209111","ERDF","17934","N/A","51240","2009","2014","BT61 8AE","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8AE","54.3518213","-6.668727"
"P1","J F McKenna Ltd","LoO 11/0776 MIS","ERDF","9400","N/A","26168","2011","2015","BT61 8AE","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8AE","54.3518213","-6.668727"
"P1","Nugent & Gibney Limited","LoO 1210/101167262 MIS","ERDF","5929","N/A","18463.33","2012","2016","BT61 8EP","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8AE","54.3518213","-6.668727"
"P1","Scully Supplies Ltd","LoO 10/0038 MIS","ERDF","29363","N/A","63045","2010","2015","BT61 8LT","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","David Anderson (Plumbing & Heating Services) Ltd","IM - External Construction Contract Management (101203329)","ERDF","14700","N/A","30000","2013","2016","BT61 8LW","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","Thomas, Ruth & William Gilpin T/a Gilfresh Produce","LoO 10/0042 MIS","ERDF","14585","N/A","29170","2010","2015","BT61 8PZ","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","Thomas, Ruth & William Gilpin T/a Gilfresh Produce","LoO 09/101079296 IM","ERDF","14700","N/A","30000","2010","2015","BT61 8PZ","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","Hewitt Meats Ltd","LoO 10/0996 MIS","ERDF","14105","N/A","45978","2011","2015","BT61 8QB","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","Jamijo Limited","LoO 09/0006 MIS","ERDF","5047","N/A","10515","2009","2014","BT61 9LS","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8LT","54.4064611","-6.6481312"
"P1","N C Engineering (Hamiltonsbawn) Ltd","Project 6/I","ERDF","15000","N/A","40400","2008","2014","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Limited","RD1009400 - Snow Blower","ERDF","9078.5","N/A","18157","2009","2014","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0609251","ERDF","12631","N/A","25262","2009","2014","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0510581  Over the Top Mixer","ERDF","7057","N/A","23524","2010","2015","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0510583  Snow Blower","ERDF","19082","N/A","54520","2010","2015","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0510582  Rear Discharge Muck Spreader","ERDF","29217","N/A","97391","2010","2015","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0711772  Timber Forwarder","ERDF","13599","N/A","27199","2011","2015","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","N C Engineering (Hamiltonsbawn) Ltd","RD0711771  General Purpose Farm Handler","ERDF","13958","N/A","27916","2011","2015","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","NC Engineering (Hamilltonsbawn) Limited","RD0112904 - General Purpose Farm handler","ERDF","141412","N/A","404035","2012","2016","BT61 9SF","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P2","Hewitt Meats","LoO 11/0824 SFA","ERDF","80832","N/A","359253.34","2011","2015","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8QB","54.4072637","-6.5825991"
"P1","Unicorn Mouldings Limited","MIS - 30/04/2012","ERDF","7803","N/A","16090","2012","2015","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT60 1PR","54.298399","-6.5231172"
"P1","McElmeel Mobility Services Limited","RD0312038 - Citroen Dispatch Wheelchair Accessible Vehicle","ERDF","33343","N/A","74095.56","2012","2015","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8BL","54.3665789","-6.709635"
"P1","NC Engineering (Hamiltonsbawn) Limited","MIS - 13/11/12","ERDF","16226","N/A","43364","2012","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT61 9SF","54.3431087","-6.5613616"
"P1","Cross Refrigeration (N.I.) Limited","LoO 1211/101182265 MIS","ERDF","25000","N/A","59640","2012","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT60 1HW","54.3468761","-6.6282823"
"P2","Armagh City and District Council","Entrepreneurship SEED Programme","ERDF","69000","N/A","92000","2013","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT60 4EL","54.3429401","-6.6533833"
"P1","McElmeel Mobility Services Limited","RD0213768","ERDF","42770","N/A","95045","2013","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT61 8BL","54.3665789","-6.709635"
"P1","Newrock Engineering Limited","RD0312002 - Development of Newrock Wheel Feeder","ERDF","99864","N/A","262800","2013","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2BH","54.3108248","-6.564767"
"P2","Redrock Machinery Limited","LoO 1406/101288229-1 SFA","ERDF","86000","N/A","125000","2014","2016","N/A","Northern Ireland","N/A","First","Armagh","Armagh","BT60 2BL","54.3039389","-6.5821188"
"P1","Shane Braniff T/a Feckin Drinks Company","RD1 112682 - Echlinville Distillery P1","ERDF","49517","N/A","97093","2012","2016","BT22 1AJ","Northern Ireland","N/A","First","Ards","Newtownards","BT22 1JR","54.3899146","-5.5148251"
"P1","Just Live A Little Limited","RD0410574  Granola Product Development","ERDF","35727.9","N/A","54966","2010","2015","BT22 1JR","Northern Ireland","N/A","First","Ards","Newtownards","BT22 1JR","54.3899146","-5.5148251"
"P2","Magellan Aerospace (Greyabbey) Ltd","LoO 04/02/2010 SFA","ERDF","1313870","N/A","4958000","2009","2016","BT22 2QE","Northern Ireland","N/A","First","Ards","Newtownards","BT22 2QE","54.5419475","-5.5222681"
"P2","Ards Borough Council","Castle Espie Limekiln Observatory","ERDF","105000","N/A","420000","2008","2015","BT23 4AP","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4AF","54.5948905","-5.7047405"
"P1","Kane Engineering Limited","LoO: 12/0012 MIS","ERDF","6562","N/A","19354","2012","2015","BT23 4AU","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4AU","54.5985371","-5.7093955"
"P1","L E Pritchitt & Co Ltd","RD0310535  PG 2010","ERDF","7230.35","N/A","14460.7","2010","2015","BT23 4TU","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4TU","54.5991456","-5.722567"
"P2","L.E. Pritchitt & Company Limited","SFA 250k or more - Site Development","ERDF","1500000","N/A","15000000","2013","2016","BT23 4TU","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4TU","54.5991456","-5.722567"
"P1","Malcolm and Wesley Johnston T/a Colourpoint Books","LoO 09/0271 MIS","ERDF","6154","N/A","13666","2009","2014","BT23 4YH","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4YH","54.5845184","-5.7026439"
"P1","Drilling & Pumping Supplies Ltd","LoO 07/0368 PPD","ERDF","7920","N/A","19800","2007","2015","BT23 4YH","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4YH","54.5845184","-5.7026439"
"P1","Tilt-a-Dor Ltd","LoO 11/101126843 IM","ERDF","12250","N/A","25000","2011","2015","BT23 4YH","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4YH","54.5845184","-5.7026439"
"P1","Mash Direct Ltd","LoO 08/0880 MIS","ERDF","26391","N/A","68022","2008","2014","BT23 5JU","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5JU","54.5725949","-5.7606219"
"P1","Motor Sport Trailers Ltd","RD0112921  Lightweight MotorSport Kart Trailer & Shower Pod","ERDF","39186","N/A","65310","2012","2015","BT23 5PX","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5PX","54.519082","-5.8064648"
"P1","T G Eakin Ltd","Project 1/I","ERDF","13324","N/A","26649","2008","2014","BT23 5QY","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5QY","54.5669456","-5.782493"
"P1","T G Eakin Ltd","Project 1/II - Composite Flange for Colostomy Bags","ERDF","193978","N/A","665741","2008","2015","BT23 5QY","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5QY","54.5669456","-5.782493"
"P1","T G Eakin Ltd","RD0509225","ERDF","117529","N/A","642237","2009","2015","BT23 5QY","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5QY","54.5669456","-5.782493"
"P1","Willowbrook Foods Ltd","RD0709302 - Delicate Touch Washer/Dryer","ERDF","49981.75","N/A","142805","2009","2014","BT23 6PT","Northern Ireland","N/A","First","Ards","Newtownards","BT23 6PT","54.480637","-5.6492189"
"P2","Willowbrook Foods Ltd","LoO 09/0267 SFA","ERDF","100000","N/A","250000","2009","2015","BT23 6PT","Northern Ireland","N/A","First","Ards","Newtownards","BT23 6PT","54.480637","-5.6492189"
"P1","Malaika Limited","RD1 113991 - Orion 180","ERDF","49360","N/A","82266","2013","2016","BT23 7AJ","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7ET","54.5943456","-5.6865073"
"P1","World Furniture (NI) Limited","LoO 08/0613 MIS","ERDF","8191","N/A","21700","2008","2014","BT23 7ET","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7ET","54.5943456","-5.6865073"
"P1","Blair Neill Ltd","LoO 11/0305 MIS","ERDF","8600","N/A","26000","2011","2015","BT23 7EU","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7ET","54.5943456","-5.6865073"
"P1","Greenacre Innovations Ltd","LoO 10/101091489 IM","ERDF","13230","N/A","27000","2010","2015","BT23 7FL","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7ET","54.5943456","-5.6865073"
"P1","Peninsula Print & Design Ltd","LoO:1205/101156773 MIS","ERDF","7000","N/A","14000","2012","2015","BT23 7SZ","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7SZ","54.6020565","-5.6922272"
"P1","Willowbrook Foods Ltd","LoO 09/101062760 IM","ERDF","14230","N/A","29040.81","2009","2015","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 6PT","54.480637","-5.6492189"
"P1","Willowbrook Foods Ltd","LoO 10/0251 MIS","ERDF","29217","N/A","81515","2010","2015","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 6PT","54.480637","-5.6492189"
"P1","North Down Grain Limited","LoO 1206/101158535 MIS","ERDF","6063","N/A","15251","2012","2015","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT22 2NB","54.5498861","-5.523374"
"P1","Mash Direct Limited","LoO 111045 MIS","ERDF","22834","N/A","67090","2012","2015","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 5JU","54.5725949","-5.7606219"
"P1","Corrie's Meats Limited","LoO 1210/101174209 MIS","ERDF","5048","N/A","12265.34","2012","2016","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT22 2AA","54.5895469","-5.6105911"
"P1","Shnuggle Ltd","RD1112700 - Shnuggle Bath - The Safe & Cosy Baby Bath","ERDF","20235","N/A","33725","2013","2016","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 4YH","54.5845184","-5.7026439"
"P2","Peninsula Print & Design Ltd","LoO 1306/101215354 SFA","ERDF","39000","N/A","156000","2013","2016","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 7SZ","54.6020565","-5.6922272"
"P1","Willowbrook Foods Limited","RD1013981 - BB - Convenience Food Product Development Project","ERDF","32375","N/A","92500","2014","2016","N/A","Northern Ireland","N/A","First","Ards","Newtownards","BT23 6PT","54.480637","-5.6492189"
"P1","GRP Systems Ltd","LoO 08/1098 MIS","ERDF","6071","N/A","17072","2008","2015","BT29 4BQ","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4BQ","54.6353769","-6.2030857"
"P1","Randox Food Diagnostics Limited","RD1211872 - Multiplex Detection of Antiparasitic Veterinary Drug Residues","ERDF","356586","N/A","849015","2013","2016","BT29 4QN","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6401924","-6.2900944"
"P1","Randox Toxicology Ltd","RD0212969 - Multiplex Detection of Designer Drugs","ERDF","429684","N/A","1023057","2013","2016","BT29 4QN","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6401924","-6.2900944"
"P1","Randox Laboratories Limited","RD0412515 - Development of protein based algorithms for the detection of bladder cancer","ERDF","315462","N/A","1433920","2013","2016","BT29 4QN","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Ltd","ST276","ERDF","937800","N/A","3126000","2008","2015","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Ltd","RD1208030 - The Production of Human Enzymes by Recombinant Methods","ERDF","461300","N/A","1318000","2009","2015","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Ltd","RD1208031 - The Development of an Adressable Biochip Array","ERDF","1756800","N/A","4392200","2009","2015","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Ltd","RD0811796 - Development of a Custom Biochip Array for Detection and Quantification","ERDF","279586","N/A","798817","2012","2016","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories  Ltd","RD0811797  Industrial Scale Modulation of Plasma Components","ERDF","389155","N/A","1197401","2012","2016","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Ltd","RD0911815 - Design, Development and Manufacture of a Fully Automated Molecular Diagnostic Biochip","ERDF","515754.85","N/A","1586938","2012","2016","BT29 4QY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","J A Graham T/a Renewable Energy Services","LoO 08/0283 PPD","ERDF","34304","N/A","85760","2008","2014","BT29 4TY","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","FMS (NI) Ltd","RD1009411 - DATAGRID Total Network Backup","ERDF","6242","N/A","15605","2010","2014","BT67 9JD","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4RN","54.6254938","-6.2540403"
"P1","RLC (UK) Limited","RD0812644","ERDF","11368","N/A","45472","2012","2016","N/A","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4RT","54.6118367","-6.2948471"
"P1","Randox Laboratories Limited","RD1211901 - Development of Multiplex Biochip Array for Alzheimers Disease Diagnosis","ERDF","334583","N/A","743518","2013","2016","N/A","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","Randox Laboratories Limited","RD1211873","ERDF","980744","N/A","2280800","2013","2016","N/A","Northern Ireland","N/A","First","Antrim","Crumlin","BT29 4QY","54.6402741","-6.2929962"
"P1","InteleSens Ltd","RD0210509  The Connected Health Innovation Centre (CHIC","ERDF","22197.5","N/A","34150","2010","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Screen Ireland Ltd C/o Johnston Kennedy DFK","LoO 11/101131634 IM","ERDF","6125","N/A","12500","2011","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","InteleSens Ltd","RD1211899  Inteleholter: Wearable, Non-Invasive, Wireless Health Monitor","ERDF","7592.55","N/A","18981.38","2012","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","InteleSens Limited","R01211900  Low Cost Sensor Electrodes for Multi Parameter Vital Sign Monitors","ERDF","8486.5","N/A","21216.25","2012","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Empower Energy Systems Ltd T/a Nr Genius","RD1211881  Development of Low-Cost Real-Time Integrated Energy Monitoring and Analysis","ERDF","18287","N/A","26125","2012","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Intelesens Ltd","LoO 11/101146814 IM","ERDF","14700","N/A","30000","2012","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Empower Energy Systems Ltd T/a Nr Genius","RD0312033  Development of Real-Time Integrated Domestic Energy Monitoring System","ERDF","49580","N/A","67000","2012","2015","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Intelesens Limited","RD 1112698 - Advancement of Medical Electrodes: A","ERDF","142598","N/A","316885","2013","2016","BT3 9LE","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","Certus Intelligent Solutions Ltd","RD0512555 - Online Commercial Vehicle Compliance","ERDF","48943","N/A","119374","2012","2015","BT3 9LG","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","InteleSens Limited","RD0312025-Inteleholter","ERDF","236698","N/A","525995.56","2012","2016","N/A","Northern Ireland","N/A","First","Antrim","Belfast","BT3 9LE","54.6305133","-5.8667111"
"P1","CR Coffee Houses Ltd","LoO 07/0729 MIS","ERDF","7010","N/A","16500","2007","2014","BT39 0BF","Northern Ireland","N/A","First","Antrim","Ballyclare","BT39 0RA","54.719969","-6.0517311"
"P1","Vita Liberata Ltd","LoO 1209/101172734 MIS","ERDF","23371","N/A","63570","2012","2016","BT39 0RA","Northern Ireland","N/A","First","Antrim","Ballyclare","BT39 0DL","54.7363532","-6.0892884"
"P1","Landscaping Centre Limited","LoO 1207/101163782 MIS","ERDF","25000","N/A","64480","2012","2016","BT39 0RA","Northern Ireland","N/A","First","Antrim","Ballyclare","BT39 0RA","54.719969","-6.0517311"
"P1","Vita Liberata Limited","IM - Optimising Sales in Large-Multiple Retail Outlets","ERDF","14700","N/A","30000","2011","2015","N/A","Northern Ireland","N/A","First","Antrim","Ballyclare","BT39 0DL","54.7363532","-6.0892884"
"P1","Vita Liberata Limited","LoO 1405/101290418 MIS","ERDF","7862","N/A","17471","2014","2016","N/A","Northern Ireland","N/A","First","Antrim","Ballyclare","BT39 0DL","54.7363532","-6.0892884"
"P2","Antrim Borough Council","LoO RDO-ANM-023-12 LED - Raising Finance for Small Firms","ERDF","105039","N/A","140052","2012","2016","BT37 0US","Northern Ireland","N/A","First","Antrim","Antrim","BT41 2UB","54.7269654","-6.2085768"
"P1","Camden Group Ltd","RD0709304","ERDF","44880","N/A","112200","2009","2014","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7193576","-6.2050616"
"P1","Firefly Safety Ltd","RD1109446 - Firefly Transport Device","ERDF","2771","N/A","6927","2010","2014","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7193576","-6.2050616"
"P1","Metal Technology Ltd","LoO 10/0634 MIS","ERDF","25000","N/A","82636","2010","2015","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7198225","-6.2066589"
"P1","Nu-Track Ltd","RD0910663- Development of a Lightweight (5tonne g.v.w.) and Fuel Efficient 17 Seat Minibus Platform","ERDF","48766","N/A","195063","2010","2015","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7198225","-6.2066589"
"P1","Metal Technology Ltd","RD1109447 - Project High Insulation Window Door Products","ERDF","89055","N/A","245873","2010","2015","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7198225","-6.2066589"
"P1","Camden Group Ltd","RD1109426  Innovative Accessories for Windows","ERDF","432719","N/A","1730876","2010","2015","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7193576","-6.2050616"
"P1","Nu-Track Ltd","RD0811792 - Design of a Fully Compliant 34 Seat Accessible Coach with Capacity for 9 Wheelchairs","ERDF","66639","N/A","266554","2011","2015","BT41 1AB","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1AB","54.7198225","-6.2066589"
"P1","Legal Island Ltd","LoO 08/0595 MIS","ERDF","10778","N/A","27128","2008","2014","BT41 1DN","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1BH","54.7190242","-6.2115136"
"P1","Legal-Island Limited","LoO 1307/101229541 MIS","ERDF","7200","N/A","14400","2013","2016","BT41 1DN","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1BH","54.7190242","-6.2115136"
"P1","Mr Nicholas McKenna T/a Galgorm Group","LoO:1208/101165733 MIS","ERDF","25000","N/A","58100","2012","2016","BT41 1JQ","Northern Ireland","N/A","First","Antrim","Antrim","BT41","54.7152034","-6.1798005"
"P1","Consilium Technologies Ltd","Project 5/II - Development of Total Mobile Enterprise Framework Solution","ERDF","201433","N/A","619826","2007","2014","BT41 1QS","Northern Ireland","N/A","First","Antrim","Antrim","BT41","54.7152034","-6.1798005"
"P1","Consilium Technologies Ltd","RD0209115","ERDF","15903","N/A","31806","2009","2014","BT41 1QS","Northern Ireland","N/A","First","Antrim","Antrim","BT41","54.7152034","-6.1798005"
"P1","Consilium Technologies Ltd","RD0209126","ERDF","22866","N/A","45732","2009","2014","BT41 1QS","Northern Ireland","N/A","First","Antrim","Antrim","BT41","54.7152034","-6.1798005"
"P1","Schrader Electronics Ltd","RD1109431  Urea Level and Quality Sensing for the Industrial Market","ERDF","707188","N/A","2084269","2009","2015","BT41 1QS","Northern Ireland","N/A","First","Antrim","Antrim","BT41 1QS","54.7054365","-6.1952316"
