"Organization","Project","Year_start","Total_ammount","Year_end","Paid_ammount","Project_postcode","Priority","Total_cost","Description"
"Northern Ireland Tourist Board","Irish Open 2015","2015","172,000.00","2016","162,244.60","","P2","£ 172,000.00","Marketing Campaign promoting golfing breaks in Northern Ireland throughout ROI"
"Play Services Ireland Ltd","LoO 1402/101273127 MIS","2014","14,848.00","2016","14,848.00","","P1","£ 32,995.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Clonallon Laboratories Ltd","RDO51 3859 - Development of a Colonography single","2013","49,891.00","2016","21,403.52","BT34 3FN","P1","£ 83,151.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Belfast Bible College Limited","LoO 1307/101225991 MIS","2013","13,013.00","2016","12,424.64","","P1","£ 35,883.33","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Heyn Engineering (NI) Limited","Export Start - Rev & Development June 13 LoO 1306/101224040","2013","8,000.00","2016","5,813.11","","P2","£ 20,000.00","nvest Nfs engagement with Heyn stemmed from an interaction between the company and Trevor Kerr  at a Sustainable Event. Trevor referred this client to the Belfast office and it was picked up by NEO.  Heyn Engineering has broadened its services from traditional marine engineering to include a  comprehensive range of lifting equipment and accessories, machinery installation/removal, load testing,  material handling projects. It has one of the last remaining crane rigging workshops in Ireland with the  capability to manufacture bespoke ""under-hook"" lifting accessories which it has successfully sold in N1 for  the last 6 years. Under- hook accessories are the consumables products used to attach things to cranes  such as chains, web slings, spreader beams, hooks/ couplings and shackles. The crane lifts up and down  and side to side and has an integral hook to attach the crane to the load you need to move.  The company's strategic ambition is to expand this unique ""under-hook"" lifting accessory business into  the ROt and GB markets. All products will be manufactured on site at Heyn Eng and marketed both online  and via direct sales. The company has dipped its toe into the GB market and has achieved initial sales of  £242k without any heavy promotion. It has also identified opportunities in the ROI market.  Heyn Eng has approached Invest N1 for financial and advisory support to enable it to promote this locally  focused business to move into 2 new markets. The objective is to grow sales in ROI and GB by investing in  the current online delivery channel and increasing its direct sales and marketing activities in these  markets. To facilitate the company's export development strategy two full time positions are required: a  Sales Executive to drive direct 'under-hook' sales in the ROI market; and an Online Marketing Executive  to market the bespoke /under-hook/ business in GB. The new sales and marketing staff will be supported  by a programme of market development activities. To underpin the successful implementation of this  strategy and achieve the uplift in sales 2 additional Workshop Engineers will also be recruited. The  parallel MIS case supporting the MIS infrastructure/ CRM and specialist software will also contribute to  the success of this project.  An Export Start SFA case of £36,000 (£28k revenue grant and £8k development grant) is proposed to  assist Heyn Engineering (N1) Ltd to implement its export development plan to achieved sales in UK and  ROI and recruit 4 new staff  The main objectives of this project are:  . Increased sales of£644kfrom £4.8m to £5.4m by 30/09/14  . New ROI export sales from zero base to £549k by 30/09/14"
"F P McCann Ltd","RD1113011 Development of Storm Store Stormwater Management System","2014","35,500.00","2016","35,461.12","","P1","£ 142,000.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Northside Graphics Limited","MIS - 08/05/2014","2014","23,220.00","2016","23,220.00","","P1","£ 51,600.00","In this project the company plan to install Pitstop server, Quiet’s Imposition and  the Switch Workflow Automation software.  The Pitstop server software provides the first level of automation, automatically  checking and correcting the quality of incoming pdf files while the Imposition  software arranges the products pages in order to obtain faster printing, simplify  binding and reduce paper waste. The Switch software will enable the company  to automate repetitive tasks and to route jobs based user selected criteria  The Pitstop server software will provide the company with the ability to preflight  all incoming files and artwork ensuring not just the technical content of a PDF file  but also the printability of the layout and design based on the printing technique,  printing device and substrate used. The software will automatically correct faults  such as checking PDF files for RGB images and automatically converting them  to CMYK. It will automatically handle the conversion to and from pantone colours  and check font embedding, font size, font type and number of separations in  combination with font size. It will automatically download and embed missing  fonts and also check if both hidden layers and bleed are present in the file.  The Imposition software performs one of the fundamental steps in the prepress  process in determining the arrangement of the printed product’s pages on the  printer’s sheet, in order to obtain faster printing, simplify bindinp and reduce  paper waste. This software uses XML metadata to determine how a file will be  imposed and will enable the company to add variable data on pages and to  scale pages equally. It will also automatically deal with a document that has a  mixture of tall and wide and mirror alignment on back of sheets. The software  utilises a “Watched” folder methodology."
"Ratio Brand Distribution Ltd","LoO 1310/101242687","2013","6,435.00","2016","6,435.00","","P1","£ 12,870.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Northern Hydraulics Ltd","RD0913958 - Process Improvements","2013","8,794.00","2016","6,245.66","BT71 4QG","P1","£ 17,588.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Pinnacle Response Ltd","RD0214084","2014","6,919.00","2016","2,730.94","","P1","£ 15,375.55","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Dunlop Agencies Limited","LoO 1306/10127506 MIS","2013","16,953.00","2016","2,000.00","","P1","£ 42,126.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"SCL Exhausts Ltd","RD1013963 - Square Silencers","2013","10,641.00","2016","10,201.31","","P1","£ 17,735.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Acos (N.I.) Limited","MIS - 11/02/2013","2013","12,919.00","2016","9,937.00","","P1","£ 28,210.00","The purpose of the project is 2 fold. Firstly the project involves significant investment in an ecommerce web site. The Print Factory understands that to be competitive in the current climate an online presence which can take payment is essential. The Web Site will sell user configurable memorial cards online, a profitable part of the business which the company feel they could exploit and expand through selling online.   The second part is to centralise the internal IT structure by implementing a data server and backup device, including a structured permissions and logon policy. The data will be backed up using a second off-site data store scheduled via the internet.  The Print Factory have researched this project extensively and want to proceed with the project as soon a possible. If this online venture is successful they hope to extend the range of online offerings and services at a future date."
"Queens University Belfast","PoC 453 - SIBPR: A novel process for phosphorus capture from wastewater - P1 Dr John","2014","105,440.00","2016","16,894.71","BT7 1NN","P1","£ 105,440.00","To contribute to the growing knowledge economy in Northern Ireland by improving the level and quality if commercialisation coming out of NI’s two universities."
"Decor Ireland","MIS - 19/08/2013 LoO 1310/101241025","2013","18,262.00","2016","9,675.35","","P1","£ 50,140.00","Decor wish to ...    Implement server based network  Install accounting, supply chain and payroll software  Develop ecommerce website    The development of a server based network will bring a robustness to the network that is lacking at the moment and causing huge issues with downtime, inefficient use if resources and affecting data integrity and accessibility.    The current Sage package is not producing the required reports and is not able to manage stock to the level of detail required for the business as it grows in the future. This accounting system will also integrate with the new website to allow ecommerce transactions."
"H. & J. Martin Limited","LoO 1312/101261965 MIS","2013","19,853.00","2016","7,032.50","BT7 1SP","P1","£ 48,226.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Sendmybag (NI) Limited","LoO 1310/101242944 MIS","2013","14,400.00","2016","14,385.00","BT20 4EL","P1","£ 28,800.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Diamond Corrugated Cases Limited","SFA 250k or more -HD Flexo Printer 2014","2014","495,000.00","2016","495,000.00","","P2","£ 4,125,000.00","The project to be supported  Corrugated Cases (Diamond) in  produce high quality shelf ready  business, and has lost to date  cannot produce the material to  quality, colour and finish.  is a comprehensive investment by Diamond  High Definition (HD) flexo print technology to  packaging. The company is unable to quote for  key contracts estimated at £1.2m, because it  the standard required in areas such as print Shelf ready packaging, as seen in retail outlets such as LidI and Aldi  form the display in many stores and the quality of print is measured by  Inch (LPI). The maximum LPI currently able to be produced in Ireland  flexo print technology allows output at 185 LPI."
"Sembarc Ltd","RD0214079 - Telecoms Next generation backbone transport family of Intellectual Property products","2014","33,349.00","2016","29,265.83","","P1","£ 62,922.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Gourmet Island Limited","LoO 1408/101307690 SFA","2014","46,700.00","2016","46,289.20","","P2","£ 208,500.00","To Support investment and employment related projects which increase business productivity."
"Classic Mineral Water Company Limited","MIS - 30/08/2013","2013","15,410.00","2016","4,229.00","","P1","£ 41,082.67","The client is running a client-server network, 10 users, with a mix of XP Pro and  Windows7. The server is 6 years old and is nearing end of life, with some serious  performance issues. The client runs Pegasus Opera, supported by Xperience (Lisburn)  and are unhappy with high support costs —  there are also issues over reporting which  Pegasus is unable to handle. The client is actively looking to move to the Sage product  family to get better management reports and lower software support costs.  The customer is investigating a move to SAGE 200 and as a result must also look at  upgrading the server and server operating systems to suit the new solution. This  proposal is purposely designed as a replacement solution, providing adequate storage  and performance for all the current and future requirements.  This proposal is designed to offer a more suitable solution for the requirements of  Classic Water and as a  result offer significantly improved backup and resilience.  Benefits of Small Server will include:  • Central secure storage of all company data, files and work  • Nightly Secure backups of all company data via Veeam  • Use of Microsoft Exchange for business emails, contacts and diary’s  • Remote access to Exchange from anywhere on any device (iPad, Phones etc.)  They require the following:  • Ability to process large data volumes (  around 200 orders per day).  • Standard accounts system functionality (sales, purchase, nominal and cash  book ledgers, sales and purchase order processing, stock and price book, with a  maximum of 5 staff accessing the system as any one time."
"John McKee & Son","MIS - 28/04/2014","2014","24,075.00","2016","19,575.00","","P1","£ 53,500.00","In this project the company plan to implement the ALB practice management system. This fully  integrated system brings together all the different modules required to manage a practice into  one centralised application. Functionality such as time recording, accounting, workflow,  document management, document production, accounting, diary and email management are  provided by the system enabling the production of KPI and other reports in a timely and accurate  manner.  The Time Recording module allows both chargeable and non-chargeable time to be recorded,  enabling fast and accurate representation of time spent on cases. Producing documents and  saving emails automatically records time at the correct chargerate for the matter. Unlimited onscreen  timers mean that fee earners can work on multiple cases without wasting time switching  between screens.  The accounting software provides comprehensive accounting functionality compliant with  Solicitors Account Rules. The software provides a comprehensive range of standard reports  along with VAT return, bank reconciliation, purchase ledger and cashflow forecasting  functionality.  The software includes a Workflow toolkit which provides a suite of products designed to allow  custom workflows and case-apps to be developed easily by a user without the requirement for  developer skills.  The software also includes Client web browser functionality allowing Client Self service via  access to the ALB database.  This project arose as a result of discussions between lnvestNi’s lOT Advisor and the  company which focussed on the company’s export activities and the systems required  support these activities.  The company have also started to explore new markets and have had some success in  providing regulatory work to London based Clients. As a result of this initial success the  company are now actively considering opening an office in London to service these Clients  however, this initial export activity and engagement with larger customers has highlighted"
"DNC Fabrications Ltd","MIS - 01/07/2013","2013","5,460.00","2016","4,815.60","","P1","£ 14,500.00","Company plans to install a time recording solution, ecommerce website and backup solution"
"MIS Internally Created Application","RPSI","2014","813,120.00","2016","776,846.96","BT38 9NA","P2","£ 1,626,240.00","To develop a major capital programme which will enable enhance commercialisation of the RPSI. IT AIMS TO DELIVER A SCHEME WHICH WILL ENHANCE THE ENGINEERING BASE AND VISITOR FACILITIES AT WHITEHEAD"
"University of Ulster","PoC 418 - Novel Amphibian Skin Peptides for Treatment of Diabetes - P1 Dr Yasser H.","2013","105,919.00","2016","32,003.93","","P1","£ 105,919.00","To contribute to the growing knowledge economy in Northern Ireland by improving the level and quality if commercialisation coming out of NI’s two universities"
"Radius Plastics Ltd","RD0413830 Prototype Development of Mooring Tether Components","2013","49,920.00","2016","49,200.00","","P1","£ 208,000.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Allstate Northern Ireland Limited","RD0112937 - Allstate NI Internal Systems","2012","133,668.00","2016","67,583.32","BT1 3LZ","P1","£ 891,117.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Quinnspares (N.I.) Limited","LoO 1403/101273688 MIS","2014","25,000.00","2016","25,000.00","","P1","£ 55,555.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Brenntag UK Limited","(cGMP) Pharmaceutical ChemicallFood Ingredient Product Formulation/Blending & Filling Project","2012","144,377.00","2016","95,333.60","BT3 9LL","P1","£ 577,507.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Woodland Kitchens(N.I.) Limited","09/12/2013","2013","25,000.00","2016","9,574.76","BT44 8SX","P1","£ 66,524.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses"
"McWhinney's Sausages Limited","SFA less than 250k - December 13","2014","33,000.00","2016","33,000.00","","P2","£ 110,000.00","This is a capital based growth project and the proposed derogated SFA intervention is focused  on further enhancement of the production area and specifically on improving efficiencies and  capability within the processing function, via the purchase of a number of items of equipment  and some building modifications.  It includes the purchase and installation of a box erector and bag inserter to significantly speed  up the packing line (currently labour intensive), a bulk packing hopper and an element of  building work to improve efficiency and the current production flow. This will ultimately facilitate  the award of BRC and opening up new sector opportunities.  The investment in capital expenditure will also further equip the Company to take advantage of  additional growth opportunities within both the hospitality and retail sectors.  The project has arisen as a result of a number of discussions and a recent meeting with the  client which focused on new and external market opportunities.  This has ultimately led to the submission of an SEA Grant Application and a request for  assistance in taking the plans forward.  The proposed project is in line with the promoter’s overall strategy of growing the business  through exploiting additional external and export opportunities.  More specifically it will facilitate an increase in external sales from £1.45m to £3.13m (net  additional gain of £658,324) and export sales from £545,625 to £1,305,552 (net additional gain  of £90,552)  The proposal is therefore ultimately focused on building capability, increasing efficiency and  increasing export sales.  The Executive believes that project is realistic and that supporting the project will give the  Company an opportunity to meet sales growth targets whilst increasing both external and export  sales."
"James Leckey Design Limited","24/03/2014","2014","13,320.00","2016","12,367.96","BT28 2SA","P1","£ 29,600.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses"
"Northern Ireland Screen Commission","Special Approval - Opening Doors 2014-2018","2014","8,000,000.00","2016","5,913,957.00","","P2","£ 8,000,000.00","1.1 Invest NI Support for Driving Global Growth Strategy 2010 – 2014.  The Northern Ireland Film and Television Commission (NIFTC) was established in 1997 to accelerate the development of a dynamic and sustainable film and television industry in Northern Ireland by integrating industrial, educational and cultural policies and actions. In 2007 the NIFTC broadened its remit to include digital content and was renamed the Northern Ireland Screen Commission to reflect this change.  Following the anticipated successful conclusion of the Driving Global Growth (DGG) strategy Northern Ireland Screen approached Invest NI seeking support for the next phase of development of the Northern Ireland Film & Television sector. Northern Ireland Screen are proposing a new four year Opening Doors Strategy (ODS) and are seeking support of £42.8m to deliver against the goals and objectives stated in the strategy detailed at Appendix B and accompanying Economic Appraisal at Appendix A.  Northern Ireland Screen’s most recent strategy, Driving Global Growth, started in April 2010. Two separate investment approvals in June 2010 and February 2013 have resulted in Invest NI providing a total of £27.3m in support for this strategy over the 4 year period to March 2014. While significant advances have been made across a number of targeted strategic priority areas the accelerated production activity, fuelled by the success of HBO’s Game of Thrones, has been of a scale that was not anticipated in April 2010 and provides an excellent base from which to grow the sector over the coming period."
"Franklins International Ltd","LoO 1406/101296788 SFA","2014","27,825.00","2016","11,768.08","","P2","£ 92,750.00","To Support investment and employment related projects which increase business productivity."
"James Nicholson Wine Limited","LoO 1401/10125782 MIS","2014","25,000.00","2016","25,000.00","BT30 9DQ","P1","£ 58,077.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses"
"PI Communication Limited","LoO 1309/101234546 MIS","2013","6,445.00","2016","4,591.48","BT17 9RS","P1","£ 12,890.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses"
"Christie McGuckin & Kevin McGuckin T/a CMG Plumbing & Heating","LoO 1404/101269518 SFA","2014","18,400.00","2016","4,840.72","","P2","£ 46,000.00","To Support investment and employment related projects which increase business productivity."
"Willis & Company (Insurance Brokers) Limited","LoO 1405/101286982 SFA","2014","25,920.00","2016","23,000.00","","P2","£ 64,800.00","To Support investment and employment related projects which increase business productivity."
"Valpar Industrial Limited","RD0913936","2013","19,634.00","2016","17,448.12","","P1","£ 39,268.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Terex GB Limited","RD0713916 - J-1 175E & C-1540E","2013","100,833.00","2016","60,440.19","BT78 5PN","P1","£ 530,700.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Edge Innovate (NI) Limited","LoO 1206/101143305 SFA","2012","240,000.00","2016","66,575.15","","P2","£ 1,200,000.00","To Support investment and employment related projects which increase business productivity."
"Spec-Drum Engineering","LoO 1409/101309250 SFA","2014","36,000.00","2016","32,400.00","","P2","£ 180,000.00","To Support investment and employment related projects which increase business productivity."
"Oaktree Wood Moulding Ltd","LoO 1310/101250110 SFA","2013","23,064.00","2016","18,000.00","","P2","£ 57,660.00","To Support investment and employment related projects which increase business productivity."
"Kestrel Foods Limited","LoO 1412/101326620 SFA Shelf Life Extension","2014","60,000.00","2016","43,543.20","","P2","£ 300,000.00","To Support investment and employment related projects which increase business productivity."
"OBE Waste & Agri Engineering Ltd","RDO81 3935 - Self loading MULTI bale trailer","2013","23,305.00","2016","11,243.58","BT66 7PW","P1","£ 46,610.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Cmass Ltd","LoO 1401/101267849 MIS","2014","15,786.00","2016","8,693.10","","P1","£ 35,080.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Doherty & Gray Limited","LoO 1401/101264630 MIS","2014","25,000.00","2016","25,000.00","","P1","£ 50,000.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"T S Foods Limited","LoO 1407/101293054 SFA","2014","99,100.00","2016","98,266.67","","P2","£ 470,500.00","To Support investment and employment related projects which increase business productivity."
"F. R. Cathcart Limited","MIS - 29/08/2013","2013","13,975.00","2016","9,336.10","","P1","£ 47,850.00","FR Cathcart (FRC) has diversified their range over the last few years to combat the  downturn in the traditional builders market. The new and unique range of products and  services now offered, which include high end paint range, home and garden products,  would sell well to the online space.  The need to have an integrated stock, epos and fulfilment has become obvious after  order fulfilment issues with an initial online experience.  To this end FRC have opted to invest significantly in an Enterprise Resource Planning  suite of software to combine all internal workflow, giving FRC a good foundation to  expand the online sales and marketing of their new product ranges and diversified  offerings.  Also, FRC have undertaken to work with a consultant who will oversee the  implementation of the project in the short term, making sure the project is managed  independently from the day to day operation, with well defined targets and timescales."
"Ernest McConville","SFA less than 250k - Project 14","2014","90,000.00","2016","31,764.54","","P2","£ 409,091.00","The company has approached Invest NI seeking capital support for additional  investment. As part of a strategic review of the business the company is moving to new  premises as their current location can no longer accommodate their growth. They intend  moving to a 12000 sq ft unit which will enable more efficient production layout, materials  handling and storage and enough space for growth in the future. The company is self  funding this move.  Growth over the past two years has required the company to look further at potential  new opportunities to develop the business; this includes additional capability and  efficiency in their manufacturing processes. The company has identified new  opportunities to supply more sophisticated printed materials with greater colour diversity  and doubled sided print capability in one pass (perfecting). This is an important addition  to company capability and is increasingly demanded by current and potential customers,  especially in the food and health sectors where packaging is an essential selling point as  part of the brand image. The company supply product to clients of the major multiples  (Hilton Eoods, Mash Direct) the multiples require increasingly more complex print  combinations. Packaging is increasingly an aesthetic element but it also provides an  education medium to customers in the use of products (recipes, special offers,  information). Whilst the company can offer this on their sheet fed single pass through  machine by manually loading for reverse printing, this is a time consuming and inefficient  process requiring additional set up and run times. The ‘perfecting’ process will deliver  greater internal efficiencies and output gains in production. The enhancement is  regarded as an essential part of the company strategic development over the next 3  years to offer enhanced capability to potential clients, reducing lead and delivery times  and strengthening relationships and retaining business plus opening new opportunities  to expand into new sectors such as Health and Beauty where product information is  important and clients must maximize packaging space to satisfy the growing numbers of languages and legislative information required on products etc.  The press will deliver greater production efficiencies due to double-sided one-pass  printing, automated plate loading and computer controlled functionality, ink management  systems resulting in significant production time reduction, estimated to be in the region  of 20-50% in set up cycle times and the increased output speed per minute of up to  18,000 sheets per minute giving a 20% output gain. The computer controlled ink  delivery and spot colour/sealer application delivers higher definition print and improved  quality and consistency across a run. In addition costs of basic raw materials will reduce  by 40% as waste is curtailed. Overall the company are estimating that running costs will  reduce by 30% on average. The advantage of computer controlled optimised  performance will enable the company to monitor and record outputs to measure  efficiency.  They have submitted an application to Invest NI seeking support towards the purchase  of a 2nd hand off set litho press. Currently there is availability of good second hand  equipment in the sector due to the unfortunate number of printers experiencing difficulty  and ceasing to trade. Second hand machinery is the preferred option as it will enable  the business to manage cash flow effectively whilst improving their in-house capability  economically.  The company is seeking to purchase the equipment and initiate the project by March  2014. The company is of the opinion that this is an opportunity to invest for growth. They  are keen to develop new sales and have an intention to provide a wider range of  packaging products into new sectors. The timing of the investment is during what is  traditionally a quieter period for the trade and links with their move to new larger facilities  which will minimize disruption to production cycles. Their market research identifies new  opportunities to expand their food packaging offering as well as targeting new business  in the FMCG, Health and Beauty sectors where the print and packaging quality is  integral to the branding process and as a result the packaging has a greater complexity  with a higher value added component. It is envisaged that the investment will bring PP  to a new level through added value products generating new sales and growth.  The company will recruit 3 additional staff, this has been noted in the application but the  grant will be directed to the PME element.  They have an experienced and motivated sales team and the project has the potential to  achieve it targets."
"Invest NI","LED  MOBILE APP","2013","396,000.00","2016","107,250.00","","P2","£ 528,000.00","The proposal is for the engagement of a delivery agent to provide specialist services for the  development of a downloadable mobile application that can be used by Local Councils to  promote their respective Council areas to potential investors. The app will form part of each  Council or group of Councils promotional toolkit and will help enhance the FDI sales  propositions being developed at a Council and Sub Regional Level."
"Primepac Ltd","LoO 1402/101265530 SFA","2014","82,419.00","2016","37,475.97","","P2","£ 274,730.00","To Support investment and employment related projects which increase business productivity."
"Hoy & Dorman Ltd","LoO 1401/101257470 SFA","2014","20,000.00","2016","5,869.79","BT2 8GB","P2","£ 68,966.00","To Support investment and employment related projects which increase business productivity"
"Queens University Belfast","RD0212970 Development & Commercialisation of Banah CEM Geopolymer Binder collaboration with Banah","2013","234,844.00","2016","56,250.00","","P1","£ 234,844.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"McLaughlin & Harvey Ltd","RD0713918 - Development of Deep Water Foundation Installation and Drilling Technique","2013","10,585.00","2016","9,381.55","","P1","£ 21,170.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Telestack Limited","LoO 1304/101168523 SFA","2013","444,000.00","2016","114,508.30","","P2","£ 1,776,000.00","To Support investment and employment related projects which increase business productivity."
"SDC Trailers Ltd","RD1112689 - Car Transporter Project","2013","113,929.00","2016","32,094.77","","P1","£ 455,716.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals."
"Marlborough Engineering Limited","LoO 12/1937","2012","186,000.00","2016","135,024.87","","P2","£ 1,238,571.42","To Support investment and employment related projects which increase business productivity."
"Agri-Food & Biosciences Institute (AFBI) of Northern Ireland","RD0513867 - Use of proteomic/metabolomic profiling","2013","59,466.00","2016","2,819.35","","P1","£ 59,466.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"Queens University Belfast","PoC 421 - NetVizMap - Visualisation of complex networks - P1 Dr Frank Emmert-Streib","2013","102,507.00","2016","38,122.39","BT7 1NN","P1","£ 102,507.00","To contribute to the growing knowledge economy in Northern Ireland by improving the level and quality if commercialisation coming out of NI’s two universities"
"Banah UK Limited","RDO21 2970 ","2013","69,160.00","2016","17,502.34","BT39 9UG","P1","£ 364,000.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"James, Nicola, Christopher, Richard & Stephen Beattie T/a Yard Gallery","LoO 1310/101249972 MIS","2013","10,000.00","2016","7,218.00","","P1","£ 20,000.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Ballyrashane Co-Op Agricultural & Dairy Society Limited","LoO 1307/101229086 MIS","2013","25,000.00","2016","25,000.00","","P1","£ 61,720.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Marlborough Engineering Limited","LoO 1310/101246729 MIS","2013","18,290.00","2016","10,727.38","BT3 9DJ","P1","£ 53,395.00","Panel has reviewed the project and has approved for funding."
"Queens University Belfast","Poc 427 Development of a rapid bench-top forming test for polymers","2013","105,667.00","2016","22,862.04","","P1","£ 105,667.00","To contribute to the growing knowledge economy in Northern Ireland by improving the level and quality if commercialisation coming out of NI’s two universities."
"Collide Engineering Systems Ltd 2nd collaborator to Enisca Limited","RDI 113004  Prototype development of novel wastewater treatment enhancement technology ","2014","6,782.00","2016","6,781.50","BT80 9LU","P1","£ 13,568.00","The Grant for R&D; supports company innovation in services, products and processes.  It is open to existing and potential Invest NI clients that are manufacturing and/or internationally traded service companies and individuals"
"University of Ulster","Poc 401 Hybrid Photovoltaic / Solar Thermal (HyPV/T) Faade Module - P1 Dr Mervyn","2013","105,792.00","2016","50,653.43","","P1","£ 105,792.00","To contribute to the growing knowledge economy in Northern Ireland by improving the level and quality if commercialisation coming out of NI’s two universities"
"Darren McCrory & Damien McCrory","Export Start - New to Export 2013","2013","15,632.00","2016","3,999.94","","P2","£ 39,080.00","Tyrone Automation Solutions (TAS) is a New to Export Business established by Darren Mc Crory and his uncle Damien McCrory. The business designs and manufactures electrical control panels for the quarrying and recycling industries. Primary markets for the clients’ products in the initial stage will be in NI and subsequently in ROI.  The business will be run as a 50:50 partnership between Darren and his uncle, Damien. Darren has been developing the business on a part-time basis since August 2011 but is now keen to develop it into a full time operation with the support of his uncle.   Accounts provided for the seven month period ended 5th April 2012 show the business had a turnover of £14,689 with profit for the period of £825 and net worth noted at £19,285. While accounts for the trading year ended 5th April 2013 are not available the client’s accountant has provided estimated turnover figures for the year of £64,145. £14,800 (23%) of this turnover was generated in markets in ROI.  At present the business employs Darren McCrory on a part-time basis. He is the sole employee at this time. The proposal is to develop the part time business into a full time operation and to create five full time positions including the roles of the partners.   SFA support is proposed to assist in the recruitment of staff into the business and in undertaking development activities to strengthen the manufacturing and marketing capabilities of this new start business.  To date the client has not received any other financial support from Invest NI."
"Beam Vacuum Systems Limited","LoO 1311/101252323 MIS","2013","5,520.00","2016","5,520.00","","P1","£ 11,040.00","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
"Patrick McCaul Environmental Consulting Engineers","LoO 1401/10123601 MIS","2014","10,642.00","2016","10,642.00","","P1","£ 28,106.67","To increase the capability, improve productivity and increase competitiveness of out clients through increased usage of appropriate ICT within client businesses."
